x1,y1,x2,y2
0.10000000149011612,1.5,0.9910517334938049,1.9538795948028564
0.9910517334938049,1.9538795948028564,0.10000000149011612,1.5
0.9910517334938049,1.9538795948028564,1.9748451709747314,1.7746297121047974
1.9748451709747314,1.7746297121047974,0.9910517334938049,1.9538795948028564
1.9748451709747314,1.7746297121047974,2.2790050506591797,1.7225159406661987
2.2790050506591797,1.7225159406661987,1.9748451709747314,1.7746297121047974
2.2790050506591797,1.7225159406661987,3.121166706085205,1.1833090782165527
3.121166706085205,1.1833090782165527,2.2790050506591797,1.7225159406661987
2.2790050506591797,1.7225159406661987,2.6895744800567627,1.5589592456817627
2.6895744800567627,1.5589592456817627,2.2790050506591797,1.7225159406661987
3.121166706085205,1.1833090782165527,2.6895744800567627,1.5589592456817627
2.6895744800567627,1.5589592456817627,3.121166706085205,1.1833090782165527
1.9748451709747314,1.7746297121047974,2.6895744800567627,1.5589592456817627
2.6895744800567627,1.5589592456817627,1.9748451709747314,1.7746297121047974
3.121166706085205,1.1833090782165527,3.9359331130981445,1.7630813121795654
3.9359331130981445,1.7630813121795654,3.121166706085205,1.1833090782165527
1.9748451709747314,1.7746297121047974,1.9737484455108643,1.228843092918396
1.9737484455108643,1.228843092918396,1.9748451709747314,1.7746297121047974
2.2790050506591797,1.7225159406661987,1.9737484455108643,1.228843092918396
1.9737484455108643,1.228843092918396,2.2790050506591797,1.7225159406661987
2.6895744800567627,1.5589592456817627,1.9737484455108643,1.228843092918396
1.9737484455108643,1.228843092918396,2.6895744800567627,1.5589592456817627
2.6895744800567627,1.5589592456817627,2.5781288146972656,1.8676233291625977
2.5781288146972656,1.8676233291625977,2.6895744800567627,1.5589592456817627
2.2790050506591797,1.7225159406661987,2.5781288146972656,1.8676233291625977
2.5781288146972656,1.8676233291625977,2.2790050506591797,1.7225159406661987
1.9748451709747314,1.7746297121047974,2.5781288146972656,1.8676233291625977
2.5781288146972656,1.8676233291625977,1.9748451709747314,1.7746297121047974
3.121166706085205,1.1833090782165527,2.5781288146972656,1.8676233291625977
2.5781288146972656,1.8676233291625977,3.121166706085205,1.1833090782165527
1.9737484455108643,1.228843092918396,2.5781288146972656,1.8676233291625977
2.5781288146972656,1.8676233291625977,1.9737484455108643,1.228843092918396
2.2790050506591797,1.7225159406661987,2.2415473461151123,1.4630753993988037
2.2415473461151123,1.4630753993988037,2.2790050506591797,1.7225159406661987
1.9737484455108643,1.228843092918396,2.2415473461151123,1.4630753993988037
2.2415473461151123,1.4630753993988037,1.9737484455108643,1.228843092918396
1.9748451709747314,1.7746297121047974,2.2415473461151123,1.4630753993988037
2.2415473461151123,1.4630753993988037,1.9748451709747314,1.7746297121047974
2.6895744800567627,1.5589592456817627,2.2415473461151123,1.4630753993988037
2.2415473461151123,1.4630753993988037,2.6895744800567627,1.5589592456817627
2.5781288146972656,1.8676233291625977,2.2415473461151123,1.4630753993988037
2.2415473461151123,1.4630753993988037,2.5781288146972656,1.8676233291625977
3.121166706085205,1.1833090782165527,2.2415473461151123,1.4630753993988037
2.2415473461151123,1.4630753993988037,3.121166706085205,1.1833090782165527
3.121166706085205,1.1833090782165527,3.5891408920288086,1.081864356994629
3.5891408920288086,1.081864356994629,3.121166706085205,1.1833090782165527
3.9359331130981445,1.7630813121795654,3.5891408920288086,1.081864356994629
3.5891408920288086,1.081864356994629,3.9359331130981445,1.7630813121795654
0.9910517334938049,1.9538795948028564,0.806046724319458,2.9366071224212646
0.806046724319458,2.9366071224212646,0.9910517334938049,1.9538795948028564
3.9359331130981445,1.7630813121795654,4.692141056060791,1.108764886856079
4.692141056060791,1.108764886856079,3.9359331130981445,1.7630813121795654
0.10000000149011612,1.5,0.051937393844127655,1.8659414052963257
0.051937393844127655,1.8659414052963257,0.10000000149011612,1.5
0.9910517334938049,1.9538795948028564,0.051937393844127655,1.8659414052963257
0.051937393844127655,1.8659414052963257,0.9910517334938049,1.9538795948028564
4.692141056060791,1.108764886856079,5.2911248207092285,1.4671648740768433
5.2911248207092285,1.4671648740768433,4.692141056060791,1.108764886856079
5.2911248207092285,1.4671648740768433,5.13397216796875,1.7421125173568726
5.13397216796875,1.7421125173568726,5.2911248207092285,1.4671648740768433
4.692141056060791,1.108764886856079,5.13397216796875,1.7421125173568726
5.13397216796875,1.7421125173568726,4.692141056060791,1.108764886856079
2.2415473461151123,1.4630753993988037,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,2.2415473461151123,1.4630753993988037
2.2790050506591797,1.7225159406661987,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,2.2790050506591797,1.7225159406661987
2.6895744800567627,1.5589592456817627,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,2.6895744800567627,1.5589592456817627
2.5781288146972656,1.8676233291625977,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,2.5781288146972656,1.8676233291625977
1.9737484455108643,1.228843092918396,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,1.9737484455108643,1.228843092918396
1.9748451709747314,1.7746297121047974,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,1.9748451709747314,1.7746297121047974
3.121166706085205,1.1833090782165527,2.3620338439941406,1.4941418170928955
2.3620338439941406,1.4941418170928955,3.121166706085205,1.1833090782165527
4.692141056060791,1.108764886856079,5.095260143280029,1.0079048871994019
5.095260143280029,1.0079048871994019,4.692141056060791,1.108764886856079
5.2911248207092285,1.4671648740768433,5.095260143280029,1.0079048871994019
5.095260143280029,1.0079048871994019,5.2911248207092285,1.4671648740768433
5.13397216796875,1.7421125173568726,5.095260143280029,1.0079048871994019
